"identifier";"province";"district";"chiefdom";"community";"water point name";"implementing partner";"facility";"geo latitude";"geo longitude";"geo elevation";"water_supply_type";"pH high";"pH low";"ammonia";"fluoride";"iron";"nitrate";"phosphate";"potassium";"sulfate";"nitrite";"chloride";"turbidity";"electrical conductivity";"temperature";"barcode";"ecoli risk indication";"MPN_100ml";"conf_inter_95";"risk_assessment"
"8b74-ytf9-p4dx";"Southern";"Pujehun";"Soro Gbema";"FAIRO";"FAIRO AHMADIYYA PRIMARY SCHOOL";"6";"School";"7.094565";"-11.406874999999998";"-1.6";"Rehabilitated hand dug well - handpump";6,73;NA;0,18;0,05;0,18;2,5;0,3;1,1;18;0,01;5,3;0;116;30,8;"03832";"Intermediate Risk / Possibly Safe";"4.7";"22.75";7
"n58y-7ehf-1ue";"Southern";"Pujehun";"Yakemu Kpukumu";"KOMBEIMA";"KOMBEIMA PHU";"6";"PHU";"7.225686666666666";"-11.65643";"68.8";"New borehole with submersible pump";6,5;NA;0,13;0,12;0,39;1;0,29;3;100;0,01;4,9;0;92;28,3;"03849";"Low Risk / Safe";"0";"2.87";2
"m2ae-j5rc-uw9j";"Southern";"Pujehun";"Galliness";"FUNYEHUN";"FUNYEHUN PHU";"6";"PHU";"7.102438333333334";"-11.594203333333333";"45.7";"Rehabilitated hand dug well - handpump";6,5;NA;0,11;0,05;0,11;2,3;0,48;3,3;38;0,01;7,9;21;29,6;22;"03850";"Intermediate Risk / Possibly Safe";"3.2";"11.82";9
"k89h-g6yn-aw26";"Southern";"Moyamba";"Ribbi";"BANDAJUMA";"MDEC PRIMARY SCHOOL BANDAJUMA";"3";"School";"8.28641705";"-12.71344965";"49.0";"New hand dug well - handpump";6,5;6,3;0,12;0,25;0,11;NA;0,08;6,1;29;0,01;NA;0;144;31,1;"03695";"Low Risk / Safe";"0";"2.87";1
"grcy-bg2x-qfx8";"Southern";"Pujehun";"Kpaka";"SUMBUYA BESSIMA";"SUMBUYA BESSIMA PHU";"6";"PHU";"7.18544";"-11.672424999999999";"-17.4";"New borehole with submersible pump";6,88;NA;0,19;0,29;0,34;1;0,56;4,2;15;0,01;7,2;0;208;28,5;"03851";"Low Risk / Safe";"0";"2.87";1
"27pu-79y3-s5jk";"Southern";"Moyamba";"Ribbi";"FOYA COMMUNITY";"FOYA";"3";"Community water point";"8.29185145";"-12.77993976";"28.0";"Rehabilitated hand dug well - handpump";6,5;6,08;0,03;0,25;0,19;NA;0,15;0,9;42;0,01;NA;18;66;32,8;"03696";"High Risk / Possibly Unsafe";"13.6";"83.06";1
"6hmm-17tm-04q0";"Southern";"Moyamba";"Ribbi";"MONEREH COMMUNITY";"MONEREH";"3";"Community water point";"8.28372848";"-12.79474754";"60.0";"Rehabilitated hand dug well - handpump";6,5;5,2;0,04;0,21;0,02;NA;0,05;0,7;50;0,01;NA;0;19;32,6;"03697";"Low Risk / Safe";"0";"2.87";1
"1pdm-388t-uaae";"Southern";"Moyamba";"Ribbi";"ROWAL COMMUNITY";"ROWAL";"3";"Community water point";"8.27214395";"-12.81678144";"45.0";"Rehabilitated hand dug well - handpump";6,5;5,2;0,04;0,25;0,15;NA;0,05;4,7;56;0,01;NA;0;85;31,8;"03694";"Low Risk / Safe";"0";"2.87";1
"my0v-gbpe-dg1f";"Southern";"Moyamba";"Ribbi";"MOFAINGERE";"EMPS MOFAINGERE";"3";"School";"8.24839882";"-12.87584533";"44.0";"Rehabilitated hand dug well - handpump";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;255;31,3;"03692";"Intermediate Risk / Possibly Safe";"4.7";"22.75";1
"8x3n-7u7e-wtbj";"Southern";"Moyamba";"Ribbi";"MOFAINGERE COMMUNITY";"MOFAINGERE";"3";"Community water point";"8.24692907";"-12.87830897";"33.0";"Rehabilitated hand dug well - handpump";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;34;30,2;"03690";"Intermediate Risk / Possibly Safe";"4.7";"22.75";2
"yymy-mvm9-x5q5";"Northern";"Koinadugu";"Nieni";"KULANKO";"COMMUNITY WELL";"7";"Community water point";"9.271356666666666";"-11.360803333333335";"1154.8";"New borehole - handpump";6,5;NA;0,03;0,09;1;1;0,44;1,1;5;0,01;NA;16;2,97;7,3;"06077";"Low Risk / Safe";"0";"2.87";3
"8gqa-371n-etwg";"Northern";"Koinadugu";"Kalian";"BOREKORO";"MCA PRI. SCH. WELL";"7";"School";"9.11216";"-11.42557";"398.8";"Rehabilitated hand dug well - handpump";6,75;NA;0,04;0,05;0,02;4,3;0,05;5;14;0,01;NA;0;2,77;1,07;"06078";"Low Risk / Safe";"0";"2.87";2
"ua07-69x2-49d4";"North Western";"Port Loko";"Kamasondo";"MALAP";"KANKAYLAY ISLAMIC PRIMARY SCHOOL";"WASH engineer";"School";"8.61041497";"-12.95867734";"17.0";"Rehabilitated hand dug well - handpump";7,36;6,8;0,1;0,05;0,02;1;0,08;0,8;5;0,01;NA;0;223;32;"02171";"Very High Risk / Unsafe";">100";"9435.1";4
"c0us-8mrm-fyn8";"Southern";"Bo";"Kakua";"UMOM TOWN";"UMOM TOWN  BDEC PRIMARY  SCHOOL";"1";"School";"7.957883333333332";"-11.722416666666668";"79.4";"New hand dug well - handpump";6,59;6,41;0,02;0,05;0,03;6,1;0,05;0,8;5;0,01;NA;0;92;28,7;"03421";"High Risk / Possibly Unsafe";"13.6";"83.06";2
"85u5-1qpr-2sfh";"North Western";"Port Loko";"Lokomasama";"ROWULLAH";"DEC PRIMARY SCHOOL";"8";"School";"8.71483835";"-13.0339127";"84.0";"New hand dug well - handpump";6,91;6,79;0,19;0,05;0,04;1;0,94;0,7;5;0,01;NA;0;101;37;"02172";"Intermediate Risk / Probably Safe";"1";"4.74";4
"pfjx-1wyx-eaed";"North Western";"Port Loko";"Lokomasama";"INDIYA JUNCTION";"DARESALAM";"8";"Community water point";"8.7101028";"-13.05001786";"109.0";"New hand dug well - handpump";6,5;6,23;0,04;0,05;0,05;1;0,05;0,6;5;0,01;NA;0;40;31,9;"02173";"Intermediate Risk / Possibly Safe";"4.7";"22.75";4
"459m-7d7b-2q60";"Southern";"Moyamba";"Ribbi";"MALAMINA";"EMPS MALAMINA";"3";"School";"8.30117145";"-12.81387831";"55.0";"New hand dug well - handpump";6,5;6,41;0,08;0,17;0,1;NA;0,05;0,8;5;0,01;NA;0;73;32,4;"03705";"Low Risk / Safe";"0";"2.87";1
"uefp-pusc-es78";"North Western";"Port Loko";"Makama";"ROGBOM";"OPPOSITE THE COMMUNITY MOSQUE";"8";"Community water point";"8.81363729";"-12.61894176";"89.0";"New hand dug well - handpump";6,63;6,45;0,05;0,18;0,13;1,1;0,05;0,9;5;0,02;NA;0;89;31,2;"03469";"Low Risk / Safe";"0";"2.87";3
"gnsx-kcca-hqx1";"Southern";"Moyamba";"Kaiyamba";"LEKPEYAMA";"LEKPEYAMA COMMUNITY";"4";"Community water point";"8.18832299";"-12.4214002";"104.0";"Rehabilitated hand dug well - handpump";6,5;5,56;0,02;0,21;0,08;NA;0,06;0,7;19;0,01;NA;0;29;30,2;"03711";"Low Risk / Safe";"0";"2.87";1
"tj70-pnsr-txad";"Southern";"Pujehun";"Sowa";"UPPER KOMENDE";"UPPER KOMENDE PHU";"6";"PHU";"7.622596666666667";"-11.616453333333334";"67.3";"New borehole with submersible pump";6,5;NA;0,09;0,05;0,1;1,7;0,15;1,1;13;0,01;8,6;0;34;32,8;"03848";"Intermediate Risk / Probably Safe";"2";"6.32";4
"aypy-ane2-sjqv";"Northern";"Tonkolili";"Kholifa Rowala";"MAGBURAKA";"MAGBURAKA HIGHWAY";"10";"Community water point";"8.720239999999999";"-11.934756666666665";"95.6";"Rehabilitated hand dug well - handpump";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20;21,3;"05176";"High Risk / Possibly Unsafe";"13.6";"83.06";3
"ahdn-tgp3-8732";"Northern";"Tonkolili";"Yoni Mabanta";"MAKOMBO VILLAGE";"MAKOMBO WATER POINT";"10";"Community water point";"8.398016666666667";"-12.482553333333332";"95.6";"New hand dug well - handpump";6,5;5,79;0,15;NA;0,14;1;0,05;13,3;39;0,01;NA;0;36;29,9;"02026";"Very High Risk / Unsafe";">100";"9435.1";2
"64ne-sta8-tqgm";"Northern";"Tonkolili";"Yoni Mabanta";"ROWAN VILLAGE";"ROWAN WATER WELL";"10";"Community water point";"8.414985";"-12.473078333333335";"92.8";"New hand dug well - handpump";6,5;5,76;0,16;NA;0,29;1;0,05;0,7;32;0,01;NA;0;73;32,1;"02021";"High Risk / Probably Unsafe";"48.3";"351.91";0
"r096-tkvc-hcjw";"Northern";"Tonkolili";"Yoni Mabanta";"ROYANKA";"ROYANKA VILLAGE";"10";"Community water point";"8.423058333333334";"-12.48936";"72.1";"New hand dug well - handpump";6,63;6,37;0,15;NA;0,15;1;0,31;0,7;32;0,01;NA;0;45;34;"02027";"High Risk / Possibly Unsafe";"13.6";"83.06";1
"5000-fkvu-y6s8";"Northern";"Tonkolili";"Yoni Mabanta";"ROPET VILLAGE";"ISLAMIC DAAWAH WATER POINT";"10";"School";"8.452713333333332";"-12.483023333333332";"46.9";"New hand dug well - handpump";6,5;5,2;0,21;NA;0,22;1,5;0,05;7,2;62;0,01;NA;0;178;31,5;"02028";"Very High Risk / Unsafe";">100";"9435.1";1
"8u7j-342n-kt6d";"Northern";"Tonkolili";"Yoni Mabanta";"ROKIMBIE VILLAGE";"ROKIMBIE WATER POINT";"10";"Community water point";"8.318911666666667";"-12.485703333333333";"62.0";"New hand dug well - handpump";6,5;5,39;0,17;NA;0,22;1,3;0,21;1,4;14;0,01;NA;0;6;30,7;"02017";"High Risk / Probably Unsafe";"48.3";"351.91";0
"ndkn-qrkj-8y4w";"Northern";"Tonkolili";"Kholifa Rowala";"MAMAL VILLAGE";"MAMAL WATER POINT";"10";"Community water point";"8.320381666666666";"-12.498263333333334";"69.6";"New hand dug well - handpump";6,5;5,74;0,22;NA;0,12;NA;0,14;0,9;43;0,05;NA;0;23;28,7;"02025";"Very High Risk / Unsafe";">100";"9435.1";3
"57s8-c183-7kgy";"Northern";"Tonkolili";"Yoni Mabanta";"MAYANGBA 2,  VILLAGE.";"MAYANGBA 2 WATER POINT";"10";"Community water point";"8.318643333333334";"-12.511524999999999";"53.0";"New hand dug well - handpump";6,5;5,73;0,28;NA;0,25;1,9;0,05;0,9;54;0,01;NA;0;76;28,2;"02018";"Very High Risk / Unsafe";">100";"9435.1";3
"rmj2-fvns-up4";"Northern";"Tonkolili";"Yoni Mamaila";"BONKABABAY";"BONKABABAY PHU WATER POINT";"10";"PHU";"8.358828333333333";"-12.212703333333332";"92.3";"New borehole with submersible pump";6,51;6,6;0,16;NA;0,12;NA;0,05;0,8;30;0,01;NA;0;48;32;"02019";"High Risk / Possibly Unsafe";"13.6";"83.06";1
"quqf-thqg-8nfu";"Northern";"Tonkolili";"Yoni Mamaila";"ROCHEN";"ROCHEN PHU WATER POINT";"10";"PHU";"8.39683";"-12.181461666666667";"98.2";"New hand dug well with submersible pump";6,5;5,26;0,13;NA;0,03;NA;0,12;5,7;18;0,01;NA;0;10;33,3;"02022";"Low Risk / Safe";"0";"2.87";1
"8rn0-6x2t-edv1";"Northern";"Tonkolili";"Yoni Mamaila";"YONI MABALA";"YONI MABALA PHU WATER POINT";"10";"PHU";"8.439573333333334";"-12.243548333333335";"91.6";"New hand dug well - handpump";7,45;5,2;0,22;NA;0,23;NA;0,08;0,6;16;0,01;NA;0;277;32,3;"02020";"Very High Risk / Unsafe";">100";"9435.1";0
"7f8t-w7ap-1va8";"Eastern";"Kenema";"Lower Bambara";"PANGUMA";"RC PANGUMA WATER POINT";"4";"School";"8.182193333333334";"-11.136688333333332";"277.7";"New hand dug well - handpump";6,52;6,33;0,05;0,05;0,22;5,1;0,12;0,7;9;0,01;NA;0;150;30,9;"03933";"Low Risk / Safe";"0";"2.87";1
"4c6c-y7mv-5pfq";"Eastern";"Kenema";"Lower Bambara";"BUIMA";"UMA PRIMARY WATER POINT";"5";"School";"8.213959999999998";"-11.056119999999998";"249.2";"New hand dug well - handpump";7,13;6,8;0,02;0,57;0,11;NA;0,06;16;5;0,5;NA;0;517;29,6;"03934";"Intermediate Risk / Possibly Safe";"4.7";"22.75";1
"kr4g-05mk-q6v3";"Eastern";"Kenema";"Lower Bambara";"NJAGBAHUN";"NJAGBAHUN MCHP";"4";"PHU";"8.24935";"-11.058988333333332";"217.8";"New borehole with submersible pump";6,5;6,25;0,08;0,53;0,14;NA;0,19;0,7;5;0,01;NA;0;91;28,6;"03924";"Low Risk / Safe";"0";"2.87";1
"1nvw-5dsy-sm7x";"Eastern";"Kenema";"Lower Bambara";"LANDOMA";"LANDOMA WATER POINT";"4";"Community water point";"8.236780000000001";"-11.051888333333332";"206.3";"New hand dug well - handpump";6,5;5,88;0,04;0,5;0,16;NA;0,05;0,6;5;0,01;NA;0;101;30;"03925";"Low Risk / Safe";"0";"2.87";1
"65vf-7h1j-pa4b";"Eastern";"Kenema";"Lower Bambara";"MAMBOMA";"MAMBOMA WATER POINT";"4";"Community water point";"8.161951666666665";"-11.0596";"243.7";"New hand dug well - handpump";6,63;6,54;0,07;0,84;0,07;NA;0,45;3;47;0,01;NA;0;217;30,6;"03926";"High Risk / Probably Unsafe";"48.3";"351.91";1
"9svy-va1v-ejtu";"Northern";"Bombali";"Makari";"PUNTHUN COMMUNITY";"HAND DUG WELL";"1";"Community water point";"8.9298464";"-12.1433766";"116.0";"Rehabilitated hand dug well - handpump";6,79;6,71;0,09;0,16;0,1;4,5;0,14;0,6;10;0,01;0,5;0;108;31;"05005";"Intermediate Risk / Possibly Safe";"4.7";"22.75";1
"v55p-tj85-7gt6";"Northern";"Bombali";"Makari";"MANGAY LOKO CHP";"HAND DUG WELL";"1";"PHU";"8.919140920042992";"-12.085782196372747";"120.0";"Rehabilitated hand dug well with submersible pump";6,5;5,44;0,18;0,05;0,07;NA;0,14;0,6;71;0,01;0,5;0;15;31,5;"05006";"High Risk / Possibly Unsafe";"13.6";"83.06";1
"y5wt-vray-k4vh";"Northern";"Bombali";"Makari";"MANGAY LOKO";"HAND DUG WELL";"1";"Community water point";"8.920292677357793";"-12.087918492034078";"130.0";"Rehabilitated hand dug well - handpump";6,5;5,98;0,18;0,05;0,15;NA;0,08;0,7;73;0,01;0,5;0;11;32,5;"05007";"High Risk / Possibly Unsafe";"13.6";"83.06";1
"vmdk-q6f6-mch4";"Northern";"Bombali";"Bombali Sebora";"MASORY";"HAND DUG WELL";"1";"School";"8.710171189159155";"-12.098097810521722";"120.0";"New hand dug well - handpump";6,77;6,69;0,13;0,33;0,17;NA;0,1;3;20;0,01;0,5;0;22;31,6;"05062";"Low Risk / Safe";"0";"2.87";1
"n2su-27d2-xx3e";"Northern";"Bombali";"Bombali Sebora";"ROBAT";"HAND DUG WELL";"1";"School";"8.790408507920802";"-12.062598774209619";"109.0";"Rehabilitated hand dug well - handpump";6,5;5,2;0,02;0,05;0,02;NA;0,05;7;100;0,01;0,5;0;161;32,8;"05061";"Low Risk / Safe";"0";"2.87";1
"q48s-mkmh-220f";"Northern";"Bombali";"Bombali Sebora";"ROBAT";"HAND DUG WELL";"1";"PHU";"8.791484534740448";"-12.060843938961625";"107.0";"Rehabilitated hand dug well with submersible pump";6,5;5,2;0,2;0,05;0,04;NA;0,14;5,2;75;0,01;0,5;0;129;32,7;"05058";"High Risk / Probably Unsafe";"32.6";"145.55";2
"pwb6-rc33-kmxw";"Northern";"Bombali";"Bombali Sebora";"PAT BANA MARANK";"HAND  DUG WELL";"1";"PHU";"8.8402239";"-12.0299969";"128.0";"New hand dug well with submersible pump";6,85;6,8;0,13;0,05;0,03;NA;0,08;0,7;5;0,01;0,5;0;74;33;"05059";"Low Risk / Safe";"0";"2.87";1
"5v4d-6r2n-fmxw";"North Western";"Kambia";"Tonko Limba";"MILE 14";"R.C MILE 14";"9";"School";"9.238982558084674";"-12.79941114871418";"94.6039853641764";"Rehabilitated hand dug well - handpump";6,68;NA;0,07;0,05;0,21;1;0,05;4,8;5;0,01;4,3;8;338;27,9;"03475";"Very High Risk / Unsafe";">100";"9435.1";3
"wfs4-2v4g-s2yu";"North Western";"Kambia";"Tonko Limba";"MILE 14";"MILE 14 MCHP";"9";"PHU";"9.236404222920097";"-12.80325986396428";"95.06983950437356";"Rehabilitated hand dug well with submersible pump";6,5;NA;0,03;2;0,12;1;0,05;0,6;21;0,01;5,1;0;34;29,6;"03476";"Low Risk / Safe";"0";"2.87";1
"mmau-bkue-jxru";"North Western";"Kambia";"Khonimaka";"KONTA";"KDEC SCHOOL";"9";"School";"9.54573724247105";"-12.626250093297594";"67.7062289974447";"New hand dug well - handpump";6,85;NA;0,04;0,05;0,06;1;0,2;0,7;34;0,01;6;0;154;30,2;"03477";"Low Risk / Safe";"0";"2.87";2
"hbds-s8e6-usvq";"North Western";"Kambia";"Khonimaka";"KONTA";"KONTA MCHP";"9";"PHU";"9.545490942535501";"-12.627548316684525";"57.22992297196011";"Rehabilitated hand dug well with submersible pump";6,9;NA;0,05;0,05;0,26;1;0,29;0,6;14;0,01;6,5;0;149;29,9;"03478";"Low Risk / Safe";"0";"2.87";1
"dr8t-qb8k-jyp";"North Western";"Kambia";"Magbema";"MODIA LINE";"MODIA COMMUNITY WATER POINT";"9";"Community water point";"9.184623696193379";"-12.876605691082057";"76.57444721960069";"New borehole with submersible pump";7,26;NA;0,05;0,05;0,43;1;0,17;0,9;22;0,01;3,5;0;279;31;"03479";"High Risk / Probably Unsafe";"48.3";"351.91";1
"ncx1-u23v-kc0k";"North Western";"Kambia";"Magbema";"MODIA";"AHMADIYYA PRIMARY SCHOOL.";"9";"School";"9.188243546902287";"-12.877412304090884";"83.26369014267222";"Rehabilitated hand dug well - handpump";6,8;NA;0,17;2;0,02;1;0,05;0,7;33;0,01;4,7;0;183;29,3;"03480";"Low Risk / Safe";"0";"2.87";2
"fecg-rxk6-kdff";"Southern";"Pujehun";"Sowa";"GEOMA";"ST MARY PRIMARY SCHOOL GEOMA";"6";"School";"7.509098333333332";"-11.694348333333334";"-58.0";"New borehole - handpump";6,5;5,96;0,1;0,94;0,12;3,4;0,11;0,7;48;0,01;5,7;0;38;31,4;"03810";"Intermediate Risk / Probably Safe";"1.2";"5.64";7
"e3pt-qb3k-cq3f";"North Western";"Kambia";"Khonimaka";"BARAKUYA";"BARAKUYA MCHP";"9";"PHU";"9.4583158989164";"-12.639562084262943";"62.143361709657945";"Rehabilitated hand dug well with submersible pump";6,73;NA;0,02;2;0,24;1;0,07;0,7;48;0,01;5,4;0;138;29,7;"03481";"Low Risk / Safe";"0";"2.87";1
"9bc1-hwr4-827r";"North Western";"Kambia";"Khonimaka";"BARAKUYA";"KDC";"9";"School";"9.461192632644897";"-12.64018184094627";"98.7442345476975";"New hand dug well - handpump";6,5;NA;0,05;0,05;0,05;1;0,13;0,7;12;0,01;9,3;0;59;30,8;"03482";"Intermediate Risk / Probably Safe";"1.5";"7.81";2
"3c0c-7vxc-vdr8";"North Western";"Kambia";"Magbema";"KAMBIA TOWN";"SLMB PRIMARY SCHOOL";"9";"School";"9.121367040513213";"-12.915289124212812";"51.91253471457568";"Rehabilitated hand dug well - handpump";6,5;NA;0,06;0,05;0,13;1;0,05;0,7;31;0,01;15,4;0;69;31;"03483";"High Risk / Possibly Unsafe";"13.6";"83.06";1
"y7tr-801j-u7rg";"North Western";"Kambia";"Bramaia";"KAMANGO";"KAMANGO WATER POINT";"9";"Community water point";"9.276887913929787";"-12.766547821338758";"64.54946757045192";"Rehabilitated hand dug well - handpump";6,5;NA;0,05;0,05;0,09;1;0,05;2,5;43;0,01;9;0;44;30,9;"03484";"Intermediate Risk / Probably Safe";"1.5";"7.81";2
"bj42-gyr8-8wc7";"Eastern";"Kenema";"Koya";"BONGOR";"MCHP WATER POINT";"5";"PHU";"7.6097616666666665";"-11.289526666666665";"102.0";"Rehabilitated hand dug well with submersible pump";6,5;6,43;0,06;0,61;0,12;NA;0,05;0,6;5;0,01;NA;0;72;35,1;"03927";"High Risk / Probably Unsafe";"32.6";"145.55";1
"66ny-108m-j5mw";"Eastern";"Kenema";"Koya";"NYANDEHUN";"UMA PRIMARY SCH WATER POINT";"5";"School";"7.608203333333334";"-11.245165000000002";"155.3";"New hand dug well - handpump";6,5;6,36;0,04;0,78;0,11;NA;NA;0,7;5;0,01;NA;0;120;31,8;"03941";"Low Risk / Safe";"0";"2.87";1
"aky6-3128-kgem";"Eastern";"Kenema";"Koya";"BONGOR";"KMDEC WATER POINT";"5";"School";"7.609113333333333";"-11.290006666666667";"77.5";"New hand dug well - handpump";6,5;5,91;0,02;0,49;0,09;NA;0,05;0,6;82;NA;NA;0;33;30,9;"03861";"Low Risk / Safe";"0";"2.87";1
"789u-78ex-ws8n";"Eastern";"Kenema";"Koya";"NYANDEHUN";"MCHP WATER POINT";"5";"PHU";"7.608863333333333";"-11.247656666666668";"154.5";"Rehabilitated hand dug well with submersible pump";6,5;5,31;0,03;0,05;0,11;NA;0,06;6,8;5;0,01;NA;0;146;34,5;"03940";"Low Risk / Safe";"0";"2.87";1
"f4ug-rryg-wgj4";"Eastern";"Kenema";"Koya";"DIAMA";"SLMC PRI SCH WATER POINT";"5";"School";"7.7838";"-11.218580000000001";"137.4";"New hand dug well - handpump";6,59;6,33;0,05;0,42;0,14;NA;0,05;0,8;5;0,01;NA;0;129;31,1;"03931";"High Risk / Probably Unsafe";"48.3";"351.91";1
"f63k-k4p0-abqd";"Eastern";"Kenema";"Koya";"KORTUMAHUN";"CHARITABLE COMMUNITY PRIMARY SCHOOL WATER POINT";"5";"School";"7.761889999999999";"-11.23652";"133.6";"New hand dug well - handpump";6,5;6;0,04;1,3;0,1;NA;0,08;0,6;5;0,01;NA;0;76;30,9;"03930";"Low Risk / Safe";"0";"2.87";2
"xbra-3qtq-ymu0";"Eastern";"Kenema";"Dama";"DIAMEI";"DIAMEI MCHP WATER POINT";"5";"PHU";"7.727421666666667";"-11.143058333333332";"244.0";"New borehole with submersible pump";6,5;5,86;0,02;1,14;0,03;NA;0,06;2,1;21;0,01;NA;0;104;29,9;"03932";"Very High Risk / Unsafe";">100";"9435.1";1
"enp8-jvxy-5m77";"Eastern";"Kenema";"Dama";"PATAMA";"PATAMA MCHP WATER POINT";"5";"PHU";"7.757486666666667";"-11.07955";"146.1";"Rehabilitated hand dug well with submersible pump";6,5;5,68;0,06;0,63;0,08;NA;0,12;0,7;5;0,01;NA;0;131;28,5;"03928";"High Risk / Possibly Unsafe";"13.6";"83.06";1
"vejv-p6an-ctw4";"Northern";"Koinadugu";"Diang";"KOMONKALIA VILLAGE";"MCA PRI. SCH. WELL";"3";"School";"9.172941666666667";"-11.446383333333332";"397.2";"Rehabilitated hand dug well - handpump";6,5;NA;0,02;0,05;0,02;10,4;0,05;5,4;5;0,01;NA;0;32,1;13,2;"00437";"Low Risk / Safe";"0";"2.87";2
"yucv-ad95-39fp";"Northern";"Koinadugu";"Diang";"NYANWELIA VILLAGE";"MCA PRI. SCH WELL";"3";"School";"9.209675";"-11.460196666666665";"433.9";"Rehabilitated hand dug well - handpump";6,5;NA;0,02;0,05;0,02;1;0,05;0,7;5;0,01;NA;0;33,6;3,8;"00441";"High Risk / Possibly Unsafe";"13.6";"83.06";1
"rpck-n3p0-h04t";"Northern";"Koinadugu";"Diang";"KAMARON VILLAGE";"MCHP";"3";"PHU";"9.310091666666667";"-11.495776666666666";"278.5";"Rehabilitated borehole with submersible pump";7,84;NA;0,05;0,05;0,04;1;0,16;0,7;5;0,01;NA;11;32,7;14,9;"00442";"High Risk / Possibly Unsafe";"13.6";"83.06";0
"suqs-g4ym-h324";"Northern";"Koinadugu";"Diang";"KAMARON VILLAGE";"RC SCH. WELL";"3";"School";"9.310678333333334";"-11.496984999999999";"352.8";"New hand dug well - handpump";6,5;NA;0,02;0,05;0,11;NA;0,05;0,7;5;0,02;NA;0;32,3;4,5;"00440";"Low Risk / Safe";"0";"2.87";0
"3yg9-umjq-qeub";"Northern";"Koinadugu";"Diang";"BADALA VILLAGE";"MCHP WELL";"3";"PHU";"9.319301666666666";"-11.541865";"332.8";"Rehabilitated borehole with submersible pump";8,05;NA;0,05;NA;0,02;NA;0,05;3;5;0,01;NA;8;33,6;10,4;"00439";"Low Risk / Safe";"0";"2.87";1
"ebgy-9udu-gvbq";"Northern";"Koinadugu";"Diang";"KONDEMBAIA COMMUNITY";"ST. PETERS PRI. SCH. WELL";"3";"School";"9.381758333333332";"-11.565381666666667";"444.7";"Rehabilitated hand dug well - handpump";7,27;NA;0,06;NA;0,02;NA;0,09;1,1;59;0,01;NA;0;34,6;13,2;"00438";"Low Risk / Safe";"0";"2.87";0
"kyj7-cge5-n2t1";"Northern";"Koinadugu";"Diang";"MADINA";"RC PRI. SCH. WELL";"3";"School";"9.431506666666667";"-11.562998333333333";"361.6";"Rehabilitated hand dug well - handpump";7,61;NA;0,55;NA;0,06;NA;0,05;16;26;0,02;0,5;16;34,7;17,1;"00443";"Intermediate Risk / Possibly Safe";"3.4";"12.53";0
"sqmv-us4u-fb3h";"Southern";"Moyamba";"Kaiyamba";"GENDAMA";"SCHOOL";"4";"School";"8.20406402";"-12.43855576";"79.0";"New hand dug well - handpump";6,57;6,31;0,05;0,21;0,02;NA;0,05;0,6;5;0,01;NA;0;79;29,9;"03783";"Intermediate Risk / Possibly Safe";"3.4";"12.53";1
"pj1c-5ncu-bw8n";"Southern";"Moyamba";"Kaiyamba";"GBAHAMA";"GBAHAMA COMMUNITY WELL";"4";"Community water point";"8.08567888";"-12.36936858";"82.0";"New hand dug well - handpump";6,5;6,22;0,09;0,24;0,02;1;0,05;0,6;36;0,01;NA;0;71;29,4;"03792";"Intermediate Risk / Probably Safe";"1.1";"5.16";1
"bq7r-v851-f1xe";"Northern";"Koinadugu";"Diang";"ISSAIA";"ISSAIA COMMUNITY WELL";"3";"PHU";"9.305298333333333";"-11.547715000000002";"142.1";"Rehabilitated hand dug well - handpump";6,5;NA;0,04;0,05;0,02;NA;0,1;7,9;5;0,03;NA;0;30,6;13,7;"06063";"Intermediate Risk / Possibly Safe";"4.7";"22.75";1
"d0by-2ptc-dy7r";"Northern";"Koinadugu";"Diang";"KANIA";"CHP";"3";"PHU";"9.210706666666665";"-11.609364999999999";"411.6";"Rehabilitated hand dug well with submersible pump";6,71;NA;0,08;0,05;0,12;NA;0,05;0,8;5;0,01;NA;0;31,3;2,6;"06065";"Intermediate Risk / Probably Safe";"1.5";"7.81";2
"e14f-wmmc-ce62";"Western";"Western Area Rur";"York Rural";"TOMBO";"TOMBO GRAVITY SOURCE";"3";"Community water point";"8.226660380179412";"-13.108830418744775";"-69.4744976825526";"Rehabilitate spring box";6,5;5,2;0,4;0,05;0,88;9,2;0,1;1,1;100;0,01;12;0;5;29,2;"02032";"Very High Risk / Unsafe";">100";"9435.1";4
